author_type,district,floor,price,rooms_count,total_meters,year_of_construction
2.0,2.9,3.0,5000000.0,2.0,57.5,1954
2.0,2.5,10.0,5000000.0,2.0,56.0,2026
2.0,2.9,2.0,5050000.0,2.0,58.0,2012
2.0,2.5,5.0,5050000.0,2.0,55.1,2020
2.0,2.9,2.0,5050000.0,2.0,43.5,1961
2.0,3.7,10.0,5096000.0,2.0,65.1,2013
2.0,2.9,1.0,5050000.0,2.0,36.0,2015
2.0,3.3,7.0,5099000.0,2.0,54.9,1989
2.0,2.9,6.0,5050000.0,2.0,46.5,2016
2.0,2.5,4.0,5099000.0,2.0,40.0,2024
2.0,3.4,4.0,5100000.0,2.0,57.9,1958
2.0,4.2,14.0,5100000.0,2.0,49.1,2022
2.0,2.9,9.0,5100000.0,2.0,53.1,2015
2.0,2.5,3.0,5100000.0,2.0,58.4,2025
2.0,2.9,2.0,5100000.0,2.0,46.5,1979
2.0,3.4,4.0,5100000.0,2.0,43.5,1962
2.0,3.4,5.0,5100000.0,2.0,42.9,1968
2.0,2.5,6.0,5100000.0,2.0,49.9,2007
2.0,3.3,7.0,5100000.0,2.0,52.9,1989
2.0,3.7,5.0,5100000.0,2.0,58.0,2017
2.0,2.5,4.0,5100000.0,2.0,58.1,2025
2.0,4.2,3.0,5100000.0,2.0,47.8,1994
2.0,2.9,3.0,5134000.0,2.0,43.15,2015
2.0,2.9,4.0,5100000.0,2.0,44.0,1978
2.0,4.2,5.0,5100000.0,2.0,45.4,1970
2.0,3.8,5.0,5100000.0,2.0,35.2,2007
2.0,3.3,7.0,5100000.0,2.0,51.2,1980
2.0,3.3,1.0,5150000.0,2.0,43.6,1982
2.0,2.5,1.0,5150000.0,2.0,44.0,1972
2.0,4.2,3.0,5150000.0,2.0,47.2,1976
2.0,4.0,5.0,5190000.0,2.0,45.9,1963
2.0,3.3,11.0,5199000.0,2.0,45.4,2014
2.0,4.0,3.0,5190000.0,2.0,40.6,2025
2.0,3.7,3.0,5180000.0,2.0,61.1,2011
2.0,3.7,2.0,5160000.0,2.0,39.0,2025
2.0,3.3,3.0,5150000.0,2.0,52.9,2011
2.0,2.9,1.0,5150000.0,2.0,42.2,1975
2.0,2.5,1.0,5150000.0,2.0,34.5,1971
2.0,3.7,1.0,5150000.0,2.0,55.7,2017
2.0,4.0,8.0,5160000.0,2.0,53.0,1989
2.0,4.2,1.0,5200000.0,2.0,42.0,1994
2.0,4.0,5.0,5200000.0,2.0,46.7,1964
2.0,2.9,3.0,5200000.0,2.0,44.0,1972
2.0,2.5,2.0,5200000.0,2.0,58.1,2025
2.0,2.9,5.0,5200000.0,2.0,55.1,1960
2.0,2.5,6.0,5200000.0,2.0,42.2,2015
2.0,2.9,4.0,5200000.0,2.0,40.1,1959
2.0,3.2,10.0,5200000.0,2.0,63.0,2024
2.0,4.2,1.0,5200000.0,2.0,46.4,1964
2.0,4.4,5.0,5200000.0,2.0,48.0,1978
2.0,2.5,5.0,5200000.0,2.0,43.8,1970
2.0,3.7,8.0,5200000.0,2.0,58.1,2022
2.0,3.7,5.0,5200000.0,2.0,43.2,1964
2.0,3.7,2.0,5200000.0,2.0,41.2,2021
2.0,4.2,1.0,5200000.0,2.0,42.0,1994
2.0,3.7,5.0,5200000.0,2.0,43.2,1964
2.0,3.4,4.0,5200000.0,2.0,46.3,1965
2.0,3.3,2.0,5240000.0,2.0,45.0,1962
2.0,2.5,9.0,5200000.0,2.0,43.1,2020
2.0,3.7,1.0,5200000.0,2.0,46.4,2017
2.0,2.5,4.0,5200000.0,2.0,47.3,1979
2.0,4.2,2.0,5200000.0,2.0,46.0,1994
2.0,4.2,2.0,5200000.0,2.0,48.0,1994
2.0,4.4,6.0,5200000.0,2.0,47.1,1996
2.0,3.3,7.0,5200000.0,2.0,52.1,1989
2.0,2.5,8.0,5250000.0,2.0,50.2,2020
2.0,4.2,3.0,5250000.0,2.0,43.6,1967
2.0,2.5,2.0,5290000.0,2.0,44.6,1972
2.0,2.5,17.0,5270000.0,2.0,47.0,2020
2.0,3.8,4.0,5250000.0,2.0,41.0,1960
2.0,3.4,9.0,5250000.0,2.0,42.5,1980
2.0,3.3,9.0,5250000.0,2.0,52.6,1985
2.0,3.3,9.0,5299999.0,2.0,56.2,2008
2.0,2.9,8.0,5250000.0,2.0,45.1,1991
2.0,2.5,5.0,5250000.0,2.0,57.7,2013
2.0,2.5,7.0,5300000.0,2.0,57.9,2020
2.0,4.0,3.0,5300000.0,2.0,44.2,2022
2.0,4.2,1.0,5300000.0,2.0,43.0,1967
2.0,4.0,3.0,5300000.0,2.0,42.4,1976
2.0,2.5,10.0,5300000.0,2.0,58.4,2018
2.0,4.0,9.0,5300000.0,2.0,42.8,1985
2.0,3.7,8.0,5300000.0,2.0,50.0,1994
2.0,2.9,6.0,5300000.0,2.0,54.2,1994
2.0,3.7,11.0,5300000.0,2.0,46.0,2016
2.0,2.9,5.0,5300000.0,2.0,44.2,1980
2.0,2.5,2.0,5300000.0,2.0,64.0,2020
2.0,4.0,4.0,5300000.0,2.0,42.8,1961
2.0,2.5,2.0,5300000.0,2.0,59.2,2023
2.0,2.5,8.0,5300000.0,2.0,58.0,2020
2.0,2.9,5.0,5300000.0,2.0,54.6,1949
2.0,2.9,2.0,5300000.0,2.0,44.0,1981
2.0,4.2,4.0,5300000.0,2.0,43.1,1966
2.0,2.5,14.0,5300000.0,2.0,48.6,2009
2.0,2.5,4.0,5300000.0,2.0,55.1,2011
2.0,3.9,4.0,5300000.0,2.0,45.0,1966
2.0,4.0,3.0,5350000.0,2.0,44.6,2022
2.0,3.3,7.0,5350000.0,2.0,44.4,1977
2.0,2.9,5.0,5399000.0,2.0,45.0,1962
2.0,4.4,16.0,5350000.0,2.0,37.0,2019
2.0,3.7,8.0,5350000.0,2.0,56.2,2013
2.0,4.4,2.0,5350000.0,2.0,36.8,2019
2.0,3.3,5.0,5390000.0,2.0,53.1,2005
2.0,2.9,3.0,5399000.0,2.0,51.9,2015
2.0,2.5,7.0,5350000.0,2.0,45.9,2020
2.0,3.8,1.0,5390000.0,2.0,45.4,1963
2.0,2.5,2.0,5400000.0,2.0,56.2,2024
2.0,2.5,4.0,5400000.0,2.0,43.5,1972
2.0,3.3,6.0,5400000.0,2.0,47.9,1991
2.0,3.3,4.0,5400000.0,2.0,53.1,1991
2.0,2.5,4.0,5400000.0,2.0,43.5,1972
2.0,2.5,2.0,5400000.0,2.0,50.0,2008
2.0,2.9,10.0,5400000.0,2.0,56.2,2010
2.0,2.5,5.0,5400000.0,2.0,46.8,2020
2.0,2.9,7.0,5400000.0,2.0,42.0,2022
2.0,2.5,5.0,5400000.0,2.0,58.4,2015
2.0,3.7,7.0,5400000.0,2.0,52.0,2017
2.0,4.2,1.0,5400000.0,2.0,46.0,1992
2.0,2.5,3.0,5450000.0,2.0,43.5,2020
2.0,4.0,2.0,5450000.0,2.0,44.0,2022
2.0,3.3,7.0,5450000.0,2.0,55.0,2013
2.0,3.8,4.0,5490000.0,2.0,43.2,1965
2.0,3.3,1.0,5450000.0,2.0,45.6,2017
2.0,4.2,7.0,5499000.0,2.0,43.1,1973
2.0,4.2,4.0,5450000.0,2.0,44.0,1994
2.0,4.0,1.0,5450000.0,2.0,42.9,1962
2.0,3.7,17.0,5450000.0,2.0,56.0,2023
2.0,3.4,2.0,5490000.0,2.0,46.0,1960
2.0,3.7,17.0,5450000.0,2.0,55.1,2023
2.0,3.7,2.0,5499000.0,2.0,58.7,2017
2.0,4.2,12.0,5500000.0,2.0,42.7,1994
2.0,3.8,4.0,5500000.0,2.0,46.0,1964
2.0,4.2,7.0,5500000.0,2.0,48.1,1988
2.0,3.3,10.0,5500000.0,2.0,53.0,2017
2.0,2.9,6.0,5500000.0,2.0,55.8,2009
2.0,4.0,1.0,5580000.0,2.0,44.0,1967
2.0,3.8,3.0,5550000.0,2.0,46.6,1964
2.0,4.4,17.0,5550000.0,2.0,49.2,2020
2.0,2.9,4.0,5550000.0,2.0,44.9,2021
2.0,3.4,2.0,5500000.0,2.0,56.0,1958
2.0,3.7,14.0,5590000.0,2.0,60.5,2020
2.0,3.4,2.0,5500000.0,2.0,44.5,1984
2.0,3.3,5.0,5500000.0,2.0,41.5,1961
2.0,3.9,4.0,5500000.0,2.0,45.2,1965
2.0,2.9,5.0,5500000.0,2.0,46.7,1994
2.0,3.7,7.0,5500000.0,2.0,47.1,2021
2.0,3.4,9.0,5500000.0,2.0,41.8,1970
2.0,3.7,2.0,5500000.0,2.0,45.3,1953
2.0,2.5,5.0,5500000.0,2.0,46.1,1967
2.0,3.7,10.0,5500000.0,2.0,63.7,2017
2.0,3.3,1.0,5500000.0,2.0,43.0,2021
2.0,3.3,9.0,5500000.0,2.0,42.6,2017
2.0,2.9,7.0,5550000.0,2.0,45.0,2009
2.0,2.5,2.0,5500000.0,2.0,57.6,2011
2.0,3.8,5.0,5500000.0,2.0,44.5,2007
2.0,4.0,1.0,5500000.0,2.0,42.4,1978
2.0,3.3,9.0,5500000.0,2.0,50.7,1972
2.0,3.7,3.0,5550000.0,2.0,45.6,1964
2.0,3.9,3.0,5530000.0,2.0,44.0,2002
2.0,4.0,7.0,5500000.0,2.0,43.1,2022
2.0,3.8,4.0,5500000.0,2.0,46.8,1961
2.0,3.4,10.0,5500000.0,2.0,43.0,2019
2.0,3.7,6.0,5500000.0,2.0,47.0,2017
2.0,3.7,22.0,5500000.0,2.0,53.6,2022
2.0,3.7,7.0,5500000.0,2.0,49.7,2017
2.0,4.4,1.0,5500000.0,2.0,54.4,1991
2.0,3.8,1.0,5500000.0,2.0,44.1,1970
2.0,3.4,11.0,5500000.0,2.0,55.0,1994
2.0,2.9,1.0,5550000.0,2.0,68.1,1941
2.0,3.9,1.0,5590000.0,2.0,45.0,1965
2.0,2.9,1.0,5550000.0,2.0,40.0,2015
2.0,4.4,6.0,5500000.0,2.0,50.2,2013
2.0,3.4,6.0,5500000.0,2.0,46.0,2019
2.0,3.7,6.0,5500000.0,2.0,48.8,2024
2.0,3.7,2.0,5500000.0,2.0,45.3,1953
2.0,4.2,7.0,5500000.0,2.0,53.1,1983
2.0,4.0,3.0,5500000.0,2.0,51.0,2022
2.0,4.0,1.0,5500000.0,2.0,41.3,1964
2.0,2.9,8.0,5500000.0,2.0,53.0,1980
2.0,3.8,2.0,5550000.0,2.0,44.7,2007
2.0,4.0,5.0,5600000.0,2.0,43.6,2022
2.0,2.5,8.0,5600000.0,2.0,57.6,2011
2.0,4.2,1.0,5620000.0,2.0,43.8,1957
2.0,2.5,9.0,5600000.0,2.0,37.0,2023
2.0,4.2,1.0,5600000.0,2.0,42.4,1967
2.0,2.9,3.0,5600000.0,2.0,44.5,1966
2.0,3.3,4.0,5600000.0,2.0,50.5,1973
2.0,4.0,5.0,5600000.0,2.0,45.0,1971
2.0,3.8,2.0,5630000.0,2.0,43.4,1968
2.0,2.9,4.0,5600000.0,2.0,51.0,2015
2.0,2.9,15.0,5600000.0,2.0,52.1,2021
2.0,2.9,5.0,5600000.0,2.0,41.3,1965
2.0,4.2,4.0,5600000.0,2.0,43.4,1962
2.0,3.7,2.0,5600000.0,2.0,45.7,1963
2.0,2.9,5.0,5600000.0,2.0,42.0,1969
2.0,4.0,7.0,5600000.0,2.0,49.2,2022
2.0,3.8,2.0,5600000.0,2.0,43.0,1962
2.0,3.9,3.0,5600000.0,2.0,43.6,1969
2.0,3.2,24.0,5600000.0,2.0,59.1,2023
2.0,2.9,4.0,5600000.0,2.0,48.5,1958
2.0,3.7,13.0,5600000.0,2.0,56.7,2021
2.0,3.7,14.0,5600000.0,2.0,60.0,2023
2.0,4.0,1.0,5600000.0,2.0,44.8,1974
2.0,2.5,4.0,5600000.0,2.0,47.0,1987
2.0,4.0,9.0,5600000.0,2.0,51.0,1989
2.0,3.7,5.0,5699000.0,2.0,59.5,2017
2.0,3.4,5.0,5650000.0,2.0,50.0,1968
2.0,3.8,5.0,5699999.0,2.0,46.0,1965
2.0,4.2,2.0,5700000.0,2.0,42.4,1962
2.0,4.4,9.0,5700000.0,2.0,45.9,2020
2.0,4.0,4.0,5700000.0,2.0,43.0,1971
2.0,2.9,15.0,5700000.0,2.0,28.7,2025
2.0,2.5,9.0,5700000.0,2.0,49.6,1999
2.0,2.5,3.0,5700000.0,2.0,45.1,1984
2.0,3.4,5.0,5700000.0,2.0,44.1,1963
2.0,3.4,5.0,5700000.0,2.0,42.4,1967
2.0,2.9,8.0,5700000.0,2.0,55.0,2007
2.0,3.7,10.0,5700000.0,2.0,63.2,2019
2.0,3.9,9.0,5700000.0,2.0,43.1,1982
2.0,3.3,1.0,5730000.0,2.0,55.9,1952
2.0,3.3,7.0,5700000.0,2.0,52.8,1989
2.0,3.8,5.0,5799000.0,2.0,45.0,1968
2.0,2.9,7.0,5750000.0,2.0,59.6,2023
2.0,2.5,1.0,5770000.0,2.0,44.1,2020
2.0,4.4,2.0,5799000.0,2.0,53.1,2011
2.0,3.7,16.0,5750000.0,2.0,39.5,2024
2.0,2.5,9.0,5750000.0,2.0,44.2,1978
2.0,2.9,12.0,5750000.0,2.0,53.8,2024
2.0,3.7,2.0,5800000.0,2.0,42.6,2017
2.0,3.8,6.0,5800000.0,2.0,44.9,1972
2.0,3.4,2.0,5800000.0,2.0,48.8,1997
2.0,3.4,9.0,5800000.0,2.0,38.9,2020
2.0,2.5,5.0,5800000.0,2.0,53.0,2010
2.0,2.9,15.0,5800000.0,2.0,53.8,2024
2.0,3.8,2.0,5800000.0,2.0,42.6,1966
2.0,2.5,4.0,5840000.0,2.0,61.0,2020
2.0,3.7,4.0,5800000.0,2.0,58.4,1956
2.0,3.7,11.0,5800000.0,2.0,52.0,2021
2.0,3.7,11.0,5800000.0,2.0,57.5,2025
2.0,3.3,7.0,5800000.0,2.0,43.0,1987
2.0,2.9,1.0,5800000.0,2.0,52.5,2014
2.0,2.9,2.0,5800000.0,2.0,39.4,2016
2.0,2.9,15.0,5850000.0,2.0,58.2,2020
2.0,3.4,12.0,5890000.0,2.0,47.0,2025
2.0,3.4,5.0,5850000.0,2.0,53.6,1950
2.0,2.5,2.0,5850000.0,2.0,63.3,2018
2.0,2.5,9.0,5870000.0,2.0,75.3,2020
2.0,2.5,2.0,5850000.0,2.0,59.0,2020
2.0,4.4,14.0,5850000.0,2.0,53.8,2010
2.0,2.9,12.0,5890000.0,2.0,53.0,2024
2.0,3.7,5.0,5850000.0,2.0,59.44,2017
2.0,4.2,8.0,5950000.0,2.0,45.2,1994
2.0,4.2,3.0,5999000.0,2.0,44.1,1994
2.0,2.5,8.0,5900000.0,2.0,52.4,1993
2.0,2.9,5.0,5950000.0,2.0,44.0,1963
2.0,2.9,6.0,5900000.0,2.0,53.0,1986
2.0,4.0,1.0,5900000.0,2.0,44.3,1964
2.0,3.4,4.0,5900000.0,2.0,43.3,1961
2.0,3.4,4.0,5900000.0,2.0,43.6,1970
2.0,2.9,2.0,5999000.0,2.0,46.4,2016
2.0,2.9,5.0,5989000.0,2.0,45.0,2020
2.0,3.8,5.0,5900000.0,2.0,46.1,1964
2.0,3.3,4.0,5950000.0,2.0,56.5,1957
2.0,4.0,1.0,5980000.0,2.0,42.1,1979
2.0,4.0,2.0,5900000.0,2.0,46.4,2022
2.0,4.0,6.0,5999000.0,2.0,47.5,1983
2.0,2.9,7.0,5900000.0,2.0,50.6,1990
2.0,3.3,8.0,5900000.0,2.0,53.0,2017
2.0,3.3,2.0,5999000.0,2.0,45.0,1964
2.0,3.3,3.0,5900000.0,2.0,45.0,1977
2.0,3.7,1.0,5900000.0,2.0,57.9,2017
2.0,4.4,3.0,5978400.0,2.0,57.87,2025
2.0,4.0,9.0,5940000.0,2.0,44.0,2022
2.0,4.0,1.0,5900000.0,2.0,57.4,2022
2.0,4.0,1.0,5950000.0,2.0,42.8,2022
2.0,2.9,5.0,5999000.0,2.0,54.0,1994
2.0,4.2,4.0,5950000.0,2.0,65.3,1994
2.0,3.4,9.0,5999000.0,2.0,43.4,2019
2.0,2.5,4.0,5900000.0,2.0,46.0,2020
2.0,3.7,3.0,5950000.0,2.0,47.5,2021
2.0,2.9,3.0,5950000.0,2.0,51.83,2021
2.0,3.7,10.0,5990000.0,2.0,51.0,1995
2.0,3.7,1.0,5990000.0,2.0,61.0,2008
2.0,3.3,10.0,5900000.0,2.0,50.5,2023
2.0,4.0,8.0,6000000.0,2.0,49.5,1965
2.0,3.9,2.0,6000000.0,2.0,41.1,2002
2.0,2.9,5.0,6000000.0,2.0,41.2,1961
2.0,4.4,9.0,6000000.0,2.0,59.1,2011
2.0,3.3,8.0,6000000.0,2.0,53.9,1991
2.0,3.9,5.0,6000000.0,2.0,43.5,1968
2.0,2.9,7.0,6000000.0,2.0,50.2,2010
2.0,3.8,2.0,6000000.0,2.0,44.1,1965
2.0,2.5,1.0,6000000.0,2.0,46.5,1980
2.0,3.3,9.0,6000000.0,2.0,53.3,2019
2.0,2.5,5.0,6000000.0,2.0,54.0,2020
2.0,3.9,8.0,6000000.0,2.0,45.0,1979
2.0,3.7,6.0,6000000.0,2.0,56.3,2012
2.0,3.7,20.0,6000000.0,2.0,46.9,2025
2.0,3.9,6.0,6000000.0,2.0,44.0,2002
2.0,2.9,15.0,6000000.0,2.0,63.4,2024
2.0,2.9,2.0,6000000.0,2.0,55.4,2015
2.0,4.4,1.0,6000000.0,2.0,46.3,2013
2.0,3.3,2.0,6000000.0,2.0,42.4,2017
2.0,3.3,1.0,6000000.0,2.0,55.3,2011
2.0,2.9,4.0,6049000.0,2.0,42.3,1963
2.0,2.5,8.0,6000000.0,2.0,51.1,1987
2.0,3.7,7.0,6000000.0,2.0,63.8,2008
2.0,4.0,5.0,6090000.0,2.0,43.0,1967
2.0,4.4,9.0,6080000.0,2.0,44.5,2016
2.0,4.0,4.0,6050000.0,2.0,44.6,2022
2.0,2.5,9.0,6100000.0,2.0,58.0,2012
2.0,4.0,3.0,6100000.0,2.0,51.2,2022
2.0,3.8,5.0,6140000.0,2.0,42.9,1963
2.0,2.9,3.0,6100000.0,2.0,60.2,1945
2.0,2.9,5.0,6100000.0,2.0,43.0,2015
2.0,3.4,4.0,6100000.0,2.0,50.0,1998
2.0,4.0,4.0,6100000.0,2.0,42.6,2022
2.0,4.2,1.0,6100000.0,2.0,47.0,1984
2.0,4.0,3.0,6140000.0,2.0,46.8,1964
2.0,4.0,1.0,6100000.0,2.0,42.7,2022
2.0,2.9,10.0,6100000.0,2.0,52.5,2012
2.0,3.4,5.0,6150000.0,2.0,61.0,2019
2.0,3.7,14.0,6180000.0,2.0,43.0,2020
2.0,2.5,3.0,6150000.0,2.0,53.1,1982
2.0,3.9,1.0,6150000.0,2.0,44.1,1980
2.0,3.4,3.0,6190000.0,2.0,57.7,2019
2.0,3.3,3.0,6190000.0,2.0,55.4,2017
2.0,3.4,4.0,6200000.0,2.0,45.3,2019
2.0,4.0,5.0,6200000.0,2.0,46.9,2018
2.0,3.4,2.0,6200000.0,2.0,54.6,2019
2.0,4.0,2.0,6200000.0,2.0,40.2,2022
2.0,2.9,4.0,6200000.0,2.0,52.3,2019
2.0,4.0,8.0,6261950.0,2.0,75.75,2022
2.0,3.7,10.0,6200000.0,2.0,58.2,2017
2.0,2.9,2.0,6200000.0,2.0,57.8,2015
2.0,3.7,4.0,6250000.0,2.0,57.0,2017
2.0,3.3,8.0,6260000.0,2.0,53.9,2016
2.0,3.7,18.0,6200000.0,2.0,46.0,2025
2.0,3.9,5.0,6250000.0,2.0,40.4,1934
2.0,2.5,6.0,6200000.0,2.0,75.6,2009
2.0,3.4,2.0,6249000.0,2.0,45.1,1975
2.0,3.7,6.0,6200000.0,2.0,57.4,2017
2.0,4.2,1.0,6299000.0,2.0,54.0,2020
2.0,2.9,7.0,6200000.0,2.0,58.2,2017
2.0,4.4,7.0,6250000.0,2.0,38.5,2023
2.0,3.7,17.0,6200000.0,2.0,59.5,2017
2.0,3.7,21.0,6290000.0,2.0,47.4,2017
2.0,3.7,1.0,6300000.0,2.0,55.7,1956
2.0,2.9,5.0,6300000.0,2.0,44.0,2015
2.0,3.7,10.0,6300000.0,2.0,59.0,2017
2.0,2.9,2.0,6300000.0,2.0,45.7,1964
2.0,3.9,2.0,6300000.0,2.0,47.0,2002
2.0,4.0,8.0,6300000.0,2.0,43.1,1981
2.0,2.5,3.0,6300000.0,2.0,58.0,2014
2.0,3.3,7.0,6325000.0,2.0,43.7,1988
2.0,2.9,5.0,6300000.0,2.0,56.0,2025
2.0,2.5,5.0,6300000.0,2.0,57.6,2011
2.0,2.5,5.0,6300000.0,2.0,50.0,1957
2.0,2.9,9.0,6300000.0,2.0,42.5,2024
2.0,2.5,8.0,6300000.0,2.0,43.3,2023
2.0,3.9,1.0,6300000.0,2.0,51.4,1935
2.0,3.3,4.0,6300000.0,2.0,58.0,2017
2.0,4.2,1.0,6350000.0,2.0,45.7,1994
2.0,3.7,4.0,6450000.0,2.0,41.3,2019
2.0,3.4,1.0,6490000.0,2.0,42.0,2009
2.0,3.3,8.0,6450000.0,2.0,56.1,2016
2.0,3.3,1.0,6400000.0,2.0,57.4,2014
2.0,4.0,4.0,6470000.0,2.0,53.0,2000
2.0,4.0,5.0,6400000.0,2.0,53.9,1956
2.0,4.0,1.0,6449000.0,2.0,44.2,2023
2.0,4.0,1.0,6450000.0,2.0,51.0,2023
2.0,3.3,8.0,6450000.0,2.0,42.5,1980
2.0,2.9,10.0,6470000.0,2.0,53.0,2012
2.0,3.7,1.0,6400000.0,2.0,49.0,1992
2.0,2.5,5.0,6400000.0,2.0,56.7,2010
2.0,2.9,13.0,6500000.0,2.0,49.9,2021
2.0,4.0,3.0,6500000.0,2.0,42.6,1979
2.0,2.9,2.0,6500000.0,2.0,40.3,2018
2.0,3.7,3.0,6500000.0,2.0,55.4,2017
2.0,3.9,3.0,6500000.0,2.0,46.3,1952
2.0,4.2,1.0,6500000.0,2.0,52.0,1994
2.0,3.7,2.0,6500000.0,2.0,47.2,2017
2.0,3.3,6.0,6500000.0,2.0,57.2,2010
2.0,2.5,8.0,6500000.0,2.0,75.5,2010
2.0,3.7,6.0,6500000.0,2.0,46.0,2026
2.0,2.9,9.0,6500000.0,2.0,52.3,1992
2.0,3.3,8.0,6500000.0,2.0,43.3,1988
2.0,3.3,3.0,6500000.0,2.0,57.0,1950
2.0,2.9,5.0,6500000.0,2.0,57.0,2025
2.0,2.9,4.0,6500000.0,2.0,53.2,2004
2.0,3.7,1.0,6500000.0,2.0,85.9,2020
2.0,2.5,15.0,6500000.0,2.0,36.5,2018
2.0,3.4,8.0,6500000.0,2.0,43.9,1970
2.0,2.9,8.0,6500000.0,2.0,50.6,1981
2.0,2.9,12.0,6500000.0,2.0,48.5,2023
2.0,2.5,3.0,6500000.0,2.0,76.0,2016
2.0,3.7,2.0,6509000.0,2.0,58.0,2014
2.0,4.2,4.0,6500000.0,2.0,44.0,1971
2.0,3.3,4.0,6500000.0,2.0,60.0,2017
2.0,2.9,9.0,6500000.0,2.0,55.0,2022
2.0,3.7,13.0,6500000.0,2.0,58.5,2017
2.0,3.7,6.0,6500000.0,2.0,59.8,2023
2.0,3.8,2.0,6500000.0,2.0,43.5,2007
2.0,3.9,5.0,6500000.0,2.0,45.0,1983
2.0,2.9,10.0,6500000.0,2.0,50.4,2015
2.0,2.9,3.0,6500000.0,2.0,48.9,2019
2.0,4.0,3.0,6500000.0,2.0,43.5,2022
2.0,4.2,3.0,6500000.0,2.0,69.2,2009
2.0,3.4,4.0,6500000.0,2.0,50.2,2019
2.0,3.8,1.0,6550000.0,2.0,55.3,1960
2.0,2.5,12.0,6560000.0,2.0,55.1,2010
2.0,3.4,5.0,6550000.0,2.0,50.0,2020
2.0,4.0,10.0,6590000.0,2.0,49.0,2022
2.0,3.3,7.0,6586000.0,2.0,56.5,2008
2.0,4.0,8.0,6580000.0,2.0,59.1,1977
2.0,4.0,2.0,6560000.0,2.0,56.4,1959
2.0,4.2,1.0,6600000.0,2.0,42.9,1959
2.0,4.0,7.0,6600000.0,2.0,43.2,1981
2.0,4.0,4.0,6600000.0,2.0,49.0,2022
2.0,3.9,3.0,6600000.0,2.0,54.0,2002
2.0,3.9,9.0,6600000.0,2.0,35.2,1971
2.0,2.9,5.0,6649999.0,2.0,50.4,2022
2.0,3.7,16.0,6600000.0,2.0,63.9,2011
2.0,3.7,5.0,6600000.0,2.0,50.2,2021
2.0,4.0,9.0,6600000.0,2.0,54.1,2020
2.0,2.9,4.0,6700000.0,2.0,54.9,2021
2.0,2.9,5.0,6700000.0,2.0,55.4,1949
2.0,3.7,3.0,6700000.0,2.0,60.0,2017
2.0,4.0,6.0,6700000.0,2.0,42.4,1979
2.0,2.9,9.0,6700000.0,2.0,45.2,2025
2.0,3.3,3.0,6700000.0,2.0,56.3,2007
2.0,3.3,12.0,6699000.0,2.0,38.7,2019
2.0,3.3,2.0,6700000.0,2.0,58.6,1952
2.0,3.3,7.0,6700000.0,2.0,56.4,2017
2.0,2.9,4.0,6690000.0,2.0,36.6,2025
2.0,3.8,5.0,6700000.0,2.0,46.0,2007
2.0,3.8,5.0,6700000.0,2.0,49.0,1955
2.0,3.9,3.0,6700000.0,2.0,52.5,1994
2.0,2.5,18.0,6700000.0,2.0,71.5,2015
2.0,4.0,6.0,6700000.0,2.0,42.4,2022
2.0,4.4,24.0,6700000.0,2.0,44.0,2013
2.0,3.3,2.0,6700000.0,2.0,46.0,1986
2.0,2.5,7.0,6700000.0,2.0,76.0,2009
2.0,2.5,13.0,6690000.0,2.0,74.65,2024
2.0,4.0,4.0,6700000.0,2.0,44.5,1968
2.0,3.3,4.0,6680000.0,2.0,51.4,2023
2.0,4.0,3.0,6700000.0,2.0,43.0,1965
2.0,2.5,2.0,6700000.0,2.0,55.9,2025
2.0,3.8,7.0,6750000.0,2.0,34.3,2007
2.0,2.9,24.0,6750000.0,2.0,63.8,2016
2.0,4.2,11.0,6750000.0,2.0,57.3,2015
2.0,2.9,12.0,6750000.0,2.0,43.2,2015
2.0,3.8,4.0,6800000.0,2.0,41.2,1971
2.0,3.8,2.0,6800000.0,2.0,45.1,1962
2.0,2.5,3.0,6800000.0,2.0,55.2,1991
2.0,2.9,11.0,6890000.0,2.0,45.0,2020
2.0,4.4,11.0,6800000.0,2.0,63.5,2022
2.0,3.3,1.0,6870000.0,2.0,45.0,1962
2.0,3.7,8.0,6850000.0,2.0,53.1,2014
2.0,2.9,2.0,6800000.0,2.0,42.5,2015
2.0,2.5,10.0,6850000.0,2.0,58.0,2012
2.0,3.7,8.0,6800000.0,2.0,63.7,2024
2.0,3.9,4.0,6800000.0,2.0,45.0,1981
2.0,2.5,9.0,6800000.0,2.0,45.3,1972
2.0,2.5,2.0,6800000.0,2.0,62.8,2010
2.0,3.4,5.0,6800000.0,2.0,58.4,1957
2.0,4.2,1.0,6850000.0,2.0,44.3,1962
2.0,3.7,9.0,6800000.0,2.0,53.0,2005
2.0,4.0,7.0,6800000.0,2.0,46.5,2025
2.0,2.9,10.0,6800000.0,2.0,58.61,2024
2.0,3.3,1.0,6800000.0,2.0,55.0,2012
2.0,2.9,6.0,6849000.0,2.0,65.7,2015
2.0,2.5,5.0,6800000.0,2.0,52.0,2020
2.0,2.5,2.0,6800000.0,2.0,56.7,2010
2.0,3.7,9.0,6800000.0,2.0,63.5,2008
2.0,3.8,9.0,6900000.0,2.0,44.0,1988
2.0,4.0,3.0,6900000.0,2.0,40.6,1968
2.0,4.0,9.0,6900000.0,2.0,53.2,1988
2.0,3.7,15.0,6900000.0,2.0,62.6,2014
2.0,3.4,7.0,6900000.0,2.0,45.0,1975
2.0,3.9,6.0,6900000.0,2.0,42.7,1981
2.0,2.9,3.0,6900000.0,2.0,55.0,1981
